Team,DATE,Points
New Orleans Privateers,"Mon, Mar 9",61
Utah Tech Trailblazers,"Mon, Nov 3",81
Utah Tech Trailblazers,"Wed, Nov 5",110
Utah Tech Trailblazers,"Fri, Nov 7",67
Utah Tech Trailblazers,"Sun, Nov 9",66
Utah Tech Trailblazers,"Wed, Nov 12",75
Utah Tech Trailblazers,"Fri, Nov 14",81
Utah Tech Trailblazers,"Sat, Nov 15",62
Utah Tech Trailblazers,"Fri, Nov 21",96
Utah Tech Trailblazers,"Tue, Nov 25",63
Utah Tech Trailblazers,"Sat, Nov 29",77
Utah Tech Trailblazers,"Wed, Dec 3",80
Utah Tech Trailblazers,"Sat, Dec 13",89
Utah Tech Trailblazers,"Sat, Dec 20",82
Utah Tech Trailblazers,"Mon, Dec 22",69
Utah Tech Trailblazers,"Mon, Dec 29",80
Utah Tech Trailblazers,"Thu, Jan 1",79
Utah Tech Trailblazers,"Thu, Jan 8",72
Utah Tech Trailblazers,"Sat, Jan 10",76
Utah Tech Trailblazers,"Thu, Jan 15",52
Utah Tech Trailblazers,"Sat, Jan 17",75
Utah Tech Trailblazers,"Wed, Jan 21",64
Utah Tech Trailblazers,"Sat, Jan 24",102
Utah Tech Trailblazers,"Thu, Jan 29",76
Utah Tech Trailblazers,"Sat, Jan 31",65
Utah Tech Trailblazers,"Thu, Feb 5",87
Utah Tech Trailblazers,"Thu, Feb 12",81
Utah Tech Trailblazers,"Sat, Feb 14",70
Utah Tech Trailblazers,"Thu, Feb 19",50
Utah Tech Trailblazers,"Sat, Feb 21",80
Utah Tech Trailblazers,"Thu, Feb 26",85
Utah Tech Trailblazers,"Sat, Feb 28",67
Utah Tech Trailblazers,"Sat, Mar 7",101
Utah Tech Trailblazers,"Thu, Mar 12",80
Utah Tech Trailblazers,"Fri, Mar 13",72
Loyola Maryland Greyhounds,"Mon, Nov 3",56
Loyola Maryland Greyhounds,"Thu, Nov 6",96
Loyola Maryland Greyhounds,"Tue, Nov 11",64
Loyola Maryland Greyhounds,"Sat, Nov 15",74
Loyola Maryland Greyhounds,"Sun, Nov 16",82
Loyola Maryland Greyhounds,"Wed, Nov 19",78
Loyola Maryland Greyhounds,"Fri, Nov 21",46
Loyola Maryland Greyhounds,"Tue, Nov 25",101
Loyola Maryland Greyhounds,"Sun, Nov 30",95
Loyola Maryland Greyhounds,"Wed, Dec 3",71
Loyola Maryland Greyhounds,"Tue, Dec 9",70
Loyola Maryland Greyhounds,"Sat, Dec 13",73
Loyola Maryland Greyhounds,"Sun, Dec 21",79
Loyola Maryland Greyhounds,"Wed, Dec 31",69
Loyola Maryland Greyhounds,"Sat, Jan 3",64
Loyola Maryland Greyhounds,"Wed, Jan 7",84
Loyola Maryland Greyhounds,"Sat, Jan 10",67
Loyola Maryland Greyhounds,"Wed, Jan 14",80
Loyola Maryland Greyhounds,"Sat, Jan 17",74
Loyola Maryland Greyhounds,"Mon, Jan 19",81
Loyola Maryland Greyhounds,"Sat, Jan 24",67
Loyola Maryland Greyhounds,"Wed, Jan 28",77
Loyola Maryland Greyhounds,"Sat, Jan 31",71
Loyola Maryland Greyhounds,"Wed, Feb 4",89
Loyola Maryland Greyhounds,"Sat, Feb 7",69
Loyola Maryland Greyhounds,"Wed, Feb 11",68
Loyola Maryland Greyhounds,"Sun, Feb 15",83
Loyola Maryland Greyhounds,"Wed, Feb 18",77
Loyola Maryland Greyhounds,"Sat, Feb 21",98
Loyola Maryland Greyhounds,"Wed, Feb 25",51
Loyola Maryland Greyhounds,"Sat, Feb 28",76
Loyola Maryland Greyhounds,"Thu, Mar 5",77
Houston Cougars,"Thu, Mar 19",78
Houston Cougars,"Mon, Nov 3",75
Houston Cougars,"Sat, Nov 8",65
Houston Cougars,"Wed, Nov 12",78
Houston Cougars,"Sun, Nov 16",73
Houston Cougars,"Thu, Nov 20",91
Houston Cougars,"Mon, Nov 24",78
Houston Cougars,"Tue, Nov 25",73
Houston Cougars,"Wed, Nov 26",66
Houston Cougars,"Sat, Dec 6",82
Houston Cougars,"Wed, Dec 10",80
Houston Cougars,"Sat, Dec 13",99
Houston Cougars,"Sat, Dec 20",94
Houston Cougars,"Mon, Dec 29",69
Houston Cougars,"Sat, Jan 3",67
Houston Cougars,"Tue, Jan 6",69
Houston Cougars,"Sat, Jan 10",77
Houston Cougars,"Tue, Jan 13",77
Houston Cougars,"Sun, Jan 18",103
Houston Cougars,"Sat, Jan 24",86
Houston Cougars,"Wed, Jan 28",79
Houston Cougars,"Sat, Jan 31",76
Houston Cougars,"Wed, Feb 4",79
Houston Cougars,"Sat, Feb 7",77
Houston Cougars,"Tue, Feb 10",66
Houston Cougars,"Sat, Feb 14",78
Houston Cougars,"Mon, Feb 16",67
Houston Cougars,"Sat, Feb 21",66
Houston Cougars,"Mon, Feb 23",56
Houston Cougars,"Sat, Feb 28",102
Houston Cougars,"Wed, Mar 4",77
Houston Cougars,"Sat, Mar 7",82
Houston Cougars,"Thu, Mar 12",73
Houston Cougars,"Fri, Mar 13",69
Houston Cougars,"Sat, Mar 14",74
Montana Grizzlies,"Mon, Nov 3",106
Montana Grizzlies,"Wed, Nov 5",73
Montana Grizzlies,"Sat, Nov 8",68
Montana Grizzlies,"Tue, Nov 11",102
Montana Grizzlies,"Fri, Nov 14",90
Montana Grizzlies,"Tue, Nov 18",81
Montana Grizzlies,"Sun, Nov 23",63
Montana Grizzlies,"Tue, Nov 25",87
Montana Grizzlies,"Wed, Dec 3",72
Montana Grizzlies,"Sat, Dec 6",79
Montana Grizzlies,"Wed, Dec 10",102
Montana Grizzlies,"Wed, Dec 17",75
Montana Grizzlies,"Sat, Dec 20",54
Montana Grizzlies,"Thu, Jan 1",78
Montana Grizzlies,"Sat, Jan 3",88
Montana Grizzlies,"Thu, Jan 8",79
Montana Grizzlies,"Sat, Jan 10",65
Montana Grizzlies,"Sat, Jan 17",67
Montana Grizzlies,"Mon, Jan 19",98
Montana Grizzlies,"Thu, Jan 22",81
Montana Grizzlies,"Sat, Jan 24",69
Montana Grizzlies,"Thu, Jan 29",64
Montana Grizzlies,"Sat, Jan 31",79
Montana Grizzlies,"Thu, Feb 5",74
Montana Grizzlies,"Sat, Feb 7",73
Montana Grizzlies,"Sat, Feb 14",71
Montana Grizzlies,"Thu, Feb 19",69
Montana Grizzlies,"Sat, Feb 21",72
Montana Grizzlies,"Thu, Feb 26",81
Montana Grizzlies,"Sat, Feb 28",74
Montana Grizzlies,"Mon, Mar 2",57
Montana Grizzlies,"Mon, Mar 9",95
Montana Grizzlies,"Tue, Mar 10",75
Montana Grizzlies,"Wed, Mar 11",66
Dayton Flyers,"Wed, Mar 18",80
Dayton Flyers,"Mon, Nov 3",88
Dayton Flyers,"Sat, Nov 8",77
Dayton Flyers,"Tue, Nov 11",62
Dayton Flyers,"Sat, Nov 15",91
Dayton Flyers,"Wed, Nov 19",77
Dayton Flyers,"Sat, Nov 22",74
Dayton Flyers,"Thu, Nov 27",84
Dayton Flyers,"Fri, Nov 28",79
Dayton Flyers,"Tue, Dec 2",88
Dayton Flyers,"Sat, Dec 6",73
Dayton Flyers,"Sat, Dec 13",84
Dayton Flyers,"Tue, Dec 16",97
Dayton Flyers,"Sat, Dec 20",61
Dayton Flyers,"Wed, Dec 31",63
Dayton Flyers,"Sat, Jan 3",70
Dayton Flyers,"Tue, Jan 6",79
Dayton Flyers,"Tue, Jan 13",71
Dayton Flyers,"Fri, Jan 16",78
Dayton Flyers,"Wed, Jan 21",64
Dayton Flyers,"Sat, Jan 24",74
Dayton Flyers,"Tue, Jan 27",76
Dayton Flyers,"Fri, Jan 30",71
Dayton Flyers,"Tue, Feb 3",72
Dayton Flyers,"Fri, Feb 6",73
Dayton Flyers,"Sun, Feb 15",70
Dayton Flyers,"Wed, Feb 18",82
Dayton Flyers,"Sat, Feb 21",78
Dayton Flyers,"Tue, Feb 24",77
Dayton Flyers,"Fri, Feb 27",68
Dayton Flyers,"Tue, Mar 3",65
Dayton Flyers,"Fri, Mar 6",62
Dayton Flyers,"Fri, Mar 13",68
Dayton Flyers,"Sat, Mar 14",70
Dayton Flyers,"Sun, Mar 15",62
Stephen F. Austin Lumberjacks,"Tue, Mar 17",84
Stephen F. Austin Lumberjacks,"Mon, Nov 3",103
Stephen F. Austin Lumberjacks,"Fri, Nov 7",90
Stephen F. Austin Lumberjacks,"Tue, Nov 11",81
Stephen F. Austin Lumberjacks,"Fri, Nov 14",76
Stephen F. Austin Lumberjacks,"Tue, Nov 18",78
Stephen F. Austin Lumberjacks,"Fri, Nov 21",63
Stephen F. Austin Lumberjacks,"Sat, Nov 29",61
Stephen F. Austin Lumberjacks,"Wed, Dec 3",73
Stephen F. Austin Lumberjacks,"Sun, Dec 7",96
Stephen F. Austin Lumberjacks,"Wed, Dec 17",69
Stephen F. Austin Lumberjacks,"Sun, Dec 21",103
Stephen F. Austin Lumberjacks,"Mon, Dec 29",75
Stephen F. Austin Lumberjacks,"Wed, Dec 31",74
Stephen F. Austin Lumberjacks,"Sat, Jan 3",73
Stephen F. Austin Lumberjacks,"Mon, Jan 5",64
Stephen F. Austin Lumberjacks,"Sat, Jan 10",85
Stephen F. Austin Lumberjacks,"Mon, Jan 12",56
Stephen F. Austin Lumberjacks,"Sat, Jan 17",84
Stephen F. Austin Lumberjacks,"Mon, Jan 19",79
Stephen F. Austin Lumberjacks,"Sat, Jan 24",88
Stephen F. Austin Lumberjacks,"Tue, Jan 27",69
Stephen F. Austin Lumberjacks,"Sat, Jan 31",85
Stephen F. Austin Lumberjacks,"Mon, Feb 2",67
Stephen F. Austin Lumberjacks,"Sat, Feb 7",84
Stephen F. Austin Lumberjacks,"Mon, Feb 9",74
Stephen F. Austin Lumberjacks,"Sat, Feb 14",66
Stephen F. Austin Lumberjacks,"Mon, Feb 16",78
Stephen F. Austin Lumberjacks,"Sat, Feb 21",81
Stephen F. Austin Lumberjacks,"Mon, Feb 23",73
Stephen F. Austin Lumberjacks,"Sat, Feb 28",77
Stephen F. Austin Lumberjacks,"Mon, Mar 2",76
Stephen F. Austin Lumberjacks,"Tue, Mar 10",60
Stephen F. Austin Lumberjacks,"Wed, Mar 11",59
South Dakota State Jackrabbits,"Mon, Nov 3",75
South Dakota State Jackrabbits,"Thu, Nov 6",68
South Dakota State Jackrabbits,"Sun, Nov 9",58
South Dakota State Jackrabbits,"Wed, Nov 12",69
South Dakota State Jackrabbits,"Mon, Nov 17",94
South Dakota State Jackrabbits,"Fri, Nov 21",105
South Dakota State Jackrabbits,"Tue, Nov 25",52
South Dakota State Jackrabbits,"Wed, Nov 26",52
South Dakota State Jackrabbits,"Wed, Dec 3",75
South Dakota State Jackrabbits,"Sat, Dec 6",81
South Dakota State Jackrabbits,"Tue, Dec 9",68
South Dakota State Jackrabbits,"Fri, Dec 12",94
South Dakota State Jackrabbits,"Mon, Dec 15",72
South Dakota State Jackrabbits,"Fri, Dec 19",87
South Dakota State Jackrabbits,"Mon, Dec 29",71
South Dakota State Jackrabbits,"Thu, Jan 1",84
South Dakota State Jackrabbits,"Sat, Jan 3",87
South Dakota State Jackrabbits,"Thu, Jan 8",87
South Dakota State Jackrabbits,"Wed, Jan 14",65
South Dakota State Jackrabbits,"Sat, Jan 17",90
South Dakota State Jackrabbits,"Thu, Jan 22",69
South Dakota State Jackrabbits,"Wed, Jan 28",71
South Dakota State Jackrabbits,"Sat, Jan 31",95
South Dakota State Jackrabbits,"Wed, Feb 4",62
South Dakota State Jackrabbits,"Sat, Feb 7",67
South Dakota State Jackrabbits,"Thu, Feb 12",61
South Dakota State Jackrabbits,"Sat, Feb 14",87
South Dakota State Jackrabbits,"Wed, Feb 18",66
South Dakota State Jackrabbits,"Sat, Feb 21",91
South Dakota State Jackrabbits,"Thu, Feb 26",73
South Dakota State Jackrabbits,"Sat, Feb 28",70
South Dakota State Jackrabbits,"Thu, Mar 5",67
Southern Utah Thunderbirds,"Tue, Nov 4",64
Southern Utah Thunderbirds,"Sat, Nov 8",72
Southern Utah Thunderbirds,"Tue, Nov 11",118
Southern Utah Thunderbirds,"Sat, Nov 15",85
Southern Utah Thunderbirds,"Mon, Nov 17",50
Southern Utah Thunderbirds,"Wed, Nov 19",74
Southern Utah Thunderbirds,"Sat, Nov 22",103
Southern Utah Thunderbirds,"Fri, Nov 28",54
Southern Utah Thunderbirds,"Sat, Nov 29",70
Southern Utah Thunderbirds,"Mon, Dec 1",124
Southern Utah Thunderbirds,"Sat, Dec 6",70
Southern Utah Thunderbirds,"Sat, Dec 13",69
Southern Utah Thunderbirds,"Thu, Dec 18",57
Southern Utah Thunderbirds,"Mon, Dec 29",66
Southern Utah Thunderbirds,"Sat, Jan 3",77
Southern Utah Thunderbirds,"Thu, Jan 8",72
Southern Utah Thunderbirds,"Sat, Jan 10",55
Southern Utah Thunderbirds,"Thu, Jan 15",106
Southern Utah Thunderbirds,"Sat, Jan 17",74
Southern Utah Thunderbirds,"Wed, Jan 21",84
Southern Utah Thunderbirds,"Sat, Jan 24",91
Southern Utah Thunderbirds,"Thu, Jan 29",61
Southern Utah Thunderbirds,"Sat, Jan 31",79
Southern Utah Thunderbirds,"Sat, Feb 7",59
Southern Utah Thunderbirds,"Thu, Feb 12",66
Southern Utah Thunderbirds,"Sat, Feb 14",78
Southern Utah Thunderbirds,"Thu, Feb 19",74
Southern Utah Thunderbirds,"Sat, Feb 21",83
Southern Utah Thunderbirds,"Sat, Feb 28",81
Southern Utah Thunderbirds,"Thu, Mar 5",88
Southern Utah Thunderbirds,"Sat, Mar 7",75
Southern Utah Thunderbirds,"Thu, Mar 12",63
Sacramento State Hornets,"Tue, Nov 4",103
Sacramento State Hornets,"Fri, Nov 7",86
Sacramento State Hornets,"Tue, Nov 11",87
Sacramento State Hornets,"Fri, Nov 14",73
Sacramento State Hornets,"Sun, Nov 16",64
Sacramento State Hornets,"Tue, Nov 18",48
Sacramento State Hornets,"Fri, Nov 21",67
Sacramento State Hornets,"Tue, Nov 25",94
Sacramento State Hornets,"Sat, Nov 29",54
Sacramento State Hornets,"Tue, Dec 2",88
Sacramento State Hornets,"Sat, Dec 20",67
Sacramento State Hornets,"Mon, Dec 22",88
Sacramento State Hornets,"Thu, Jan 1",84
Sacramento State Hornets,"Sat, Jan 3",82
Sacramento State Hornets,"Sat, Jan 10",69
Sacramento State Hornets,"Thu, Jan 15",83
Sacramento State Hornets,"Sat, Jan 17",93
Sacramento State Hornets,"Thu, Jan 22",76
Sacramento State Hornets,"Sat, Jan 24",67
Sacramento State Hornets,"Thu, Jan 29",83
Sacramento State Hornets,"Sat, Jan 31",86
Sacramento State Hornets,"Mon, Feb 2",104
Sacramento State Hornets,"Sat, Feb 7",73
Sacramento State Hornets,"Thu, Feb 12",79
Sacramento State Hornets,"Sat, Feb 14",74
Sacramento State Hornets,"Thu, Feb 19",94
Sacramento State Hornets,"Sat, Feb 21",80
Sacramento State Hornets,"Thu, Feb 26",73
Sacramento State Hornets,"Sat, Feb 28",61
Sacramento State Hornets,"Mon, Mar 2",83
Sacramento State Hornets,"Sat, Mar 7",45
Ball State Cardinals,"Mon, Nov 3",75
Ball State Cardinals,"Fri, Nov 7",84
Ball State Cardinals,"Tue, Nov 11",55
Ball State Cardinals,"Sat, Nov 15",62
Ball State Cardinals,"Sat, Nov 22",52
Ball State Cardinals,"Fri, Nov 28",73
Ball State Cardinals,"Sat, Nov 29",37
Ball State Cardinals,"Sun, Nov 30",96
Ball State Cardinals,"Wed, Dec 3",52
Ball State Cardinals,"Tue, Dec 9",64
Ball State Cardinals,"Sun, Dec 14",64
Ball State Cardinals,"Sat, Dec 20",77
Ball State Cardinals,"Mon, Dec 29",93
Ball State Cardinals,"Sat, Jan 3",72
Ball State Cardinals,"Tue, Jan 6",52
Ball State Cardinals,"Sat, Jan 10",71
Ball State Cardinals,"Tue, Jan 13",77
Ball State Cardinals,"Fri, Jan 16",76
Ball State Cardinals,"Tue, Jan 20",68
Ball State Cardinals,"Sat, Jan 24",58
Ball State Cardinals,"Sat, Jan 31",55
Ball State Cardinals,"Tue, Feb 3",52
Ball State Cardinals,"Sat, Feb 7",73
Ball State Cardinals,"Wed, Feb 11",53
Ball State Cardinals,"Sat, Feb 14",68
Ball State Cardinals,"Tue, Feb 17",57
Ball State Cardinals,"Fri, Feb 20",65
Ball State Cardinals,"Tue, Feb 24",74
Ball State Cardinals,"Sat, Feb 28",79
Ball State Cardinals,"Tue, Mar 3",74
Ball State Cardinals,"Fri, Mar 6",85
Central Arkansas Bears,"Mon, Nov 3",54
Central Arkansas Bears,"Sat, Nov 8",110
Central Arkansas Bears,"Tue, Nov 11",56
Central Arkansas Bears,"Sun, Nov 16",77
Central Arkansas Bears,"Thu, Nov 20",56
Central Arkansas Bears,"Sun, Nov 23",92
Central Arkansas Bears,"Tue, Nov 25",81
Central Arkansas Bears,"Sat, Nov 29",57
Central Arkansas Bears,"Wed, Dec 3",85
Central Arkansas Bears,"Sun, Dec 7",68
Central Arkansas Bears,"Sat, Dec 13",72
Central Arkansas Bears,"Wed, Dec 17",102
Central Arkansas Bears,"Sun, Dec 21",82
Central Arkansas Bears,"Thu, Jan 1",85
Central Arkansas Bears,"Sat, Jan 3",93
Central Arkansas Bears,"Thu, Jan 8",78
Central Arkansas Bears,"Sat, Jan 10",75
Central Arkansas Bears,"Thu, Jan 15",62
Central Arkansas Bears,"Sat, Jan 17",98
Central Arkansas Bears,"Thu, Jan 22",86
Central Arkansas Bears,"Wed, Jan 28",100
Central Arkansas Bears,"Sat, Jan 31",90
Central Arkansas Bears,"Wed, Feb 4",81
Central Arkansas Bears,"Sat, Feb 7",86
Central Arkansas Bears,"Mon, Feb 9",72
Central Arkansas Bears,"Wed, Feb 11",84
Central Arkansas Bears,"Sat, Feb 14",79
Central Arkansas Bears,"Thu, Feb 19",88
Central Arkansas Bears,"Sat, Feb 21",71
Central Arkansas Bears,"Wed, Feb 25",93
Central Arkansas Bears,"Sat, Feb 28",84
Central Arkansas Bears,"Fri, Mar 6",86
Central Arkansas Bears,"Sat, Mar 7",73
Central Arkansas Bears,"Sun, Mar 8",93
Manhattan Jaspers,"Tue, Nov 4",125
Manhattan Jaspers,"Sun, Nov 9",83
Manhattan Jaspers,"Wed, Nov 12",79
Manhattan Jaspers,"Fri, Nov 14",56
Manhattan Jaspers,"Sat, Nov 15",80
Manhattan Jaspers,"Fri, Nov 21",68
Manhattan Jaspers,"Wed, Nov 26",101
Manhattan Jaspers,"Sat, Nov 29",78
Manhattan Jaspers,"Fri, Dec 5",70
Manhattan Jaspers,"Sun, Dec 7",68
Manhattan Jaspers,"Sat, Dec 13",53
Manhattan Jaspers,"Thu, Dec 18",68
Manhattan Jaspers,"Sun, Dec 21",87
Manhattan Jaspers,"Mon, Dec 29",74
Manhattan Jaspers,"Fri, Jan 2",80
Manhattan Jaspers,"Sun, Jan 4",66
Manhattan Jaspers,"Fri, Jan 9",64
Manhattan Jaspers,"Sun, Jan 11",79
Manhattan Jaspers,"Wed, Jan 14",62
Manhattan Jaspers,"Sat, Jan 17",59
Manhattan Jaspers,"Mon, Jan 19",92
Manhattan Jaspers,"Sat, Jan 24",57
Manhattan Jaspers,"Fri, Jan 30",95
Manhattan Jaspers,"Sun, Feb 1",65
Manhattan Jaspers,"Thu, Feb 5",75
Manhattan Jaspers,"Sat, Feb 7",80
Manhattan Jaspers,"Fri, Feb 13",76
Manhattan Jaspers,"Sun, Feb 15",69
Manhattan Jaspers,"Fri, Feb 20",70
Manhattan Jaspers,"Fri, Feb 27",65
Manhattan Jaspers,"Sun, Mar 1",65
Manhattan Jaspers,"Thu, Mar 5",60
USC Trojans,"Mon, Nov 3",94
USC Trojans,"Sun, Nov 9",114
USC Trojans,"Fri, Nov 14",87
USC Trojans,"Thu, Nov 20",107
USC Trojans,"Mon, Nov 24",70
USC Trojans,"Tue, Nov 25",83
USC Trojans,"Wed, Nov 26",88
USC Trojans,"Tue, Dec 2",82
USC Trojans,"Sat, Dec 6",76
USC Trojans,"Tue, Dec 9",94
USC Trojans,"Sun, Dec 14",68
USC Trojans,"Wed, Dec 17",97
USC Trojans,"Sun, Dec 21",102
USC Trojans,"Fri, Jan 2",66
USC Trojans,"Mon, Jan 5",51
USC Trojans,"Fri, Jan 9",70
USC Trojans,"Tue, Jan 13",88
USC Trojans,"Sat, Jan 17",64
USC Trojans,"Wed, Jan 21",68
USC Trojans,"Sun, Jan 25",73
USC Trojans,"Wed, Jan 28",72
USC Trojans,"Sat, Jan 31",78
USC Trojans,"Tue, Feb 3",81
USC Trojans,"Sun, Feb 8",77
USC Trojans,"Wed, Feb 11",82
USC Trojans,"Wed, Feb 18",65
USC Trojans,"Sat, Feb 21",70
USC Trojans,"Tue, Feb 24",62
USC Trojans,"Sat, Feb 28",67
USC Trojans,"Wed, Mar 4",72
USC Trojans,"Sat, Mar 7",68
USC Trojans,"Wed, Mar 11",79
Southern Indiana Screaming Eagles,"Wed, Nov 5",58
Southern Indiana Screaming Eagles,"Fri, Nov 7",74
Southern Indiana Screaming Eagles,"Wed, Nov 12",74
Southern Indiana Screaming Eagles,"Sun, Nov 16",91
Southern Indiana Screaming Eagles,"Thu, Nov 20",81
Southern Indiana Screaming Eagles,"Sat, Nov 22",73
Southern Indiana Screaming Eagles,"Wed, Nov 26",64
Southern Indiana Screaming Eagles,"Sat, Nov 29",93
Southern Indiana Screaming Eagles,"Wed, Dec 3",74
Southern Indiana Screaming Eagles,"Sun, Dec 7",55
Southern Indiana Screaming Eagles,"Thu, Dec 18",62
Southern Indiana Screaming Eagles,"Sat, Dec 20",60
Southern Indiana Screaming Eagles,"Thu, Jan 1",55
Southern Indiana Screaming Eagles,"Sat, Jan 3",80
Southern Indiana Screaming Eagles,"Thu, Jan 8",76
Southern Indiana Screaming Eagles,"Sat, Jan 10",56
Southern Indiana Screaming Eagles,"Thu, Jan 15",71
Southern Indiana Screaming Eagles,"Sat, Jan 17",67
Southern Indiana Screaming Eagles,"Thu, Jan 22",51
Southern Indiana Screaming Eagles,"Fri, Jan 23",96
Southern Indiana Screaming Eagles,"Thu, Jan 29",60
Southern Indiana Screaming Eagles,"Sat, Jan 31",46
Southern Indiana Screaming Eagles,"Thu, Feb 5",54
Southern Indiana Screaming Eagles,"Sat, Feb 7",65
Southern Indiana Screaming Eagles,"Thu, Feb 12",71
Southern Indiana Screaming Eagles,"Sat, Feb 14",74
Southern Indiana Screaming Eagles,"Thu, Feb 19",77
Southern Indiana Screaming Eagles,"Sat, Feb 21",70
Southern Indiana Screaming Eagles,"Tue, Feb 24",63
Southern Indiana Screaming Eagles,"Sat, Feb 28",70
Iona Gaels,"Fri, Nov 7",81
Iona Gaels,"Tue, Nov 11",105
Iona Gaels,"Fri, Nov 14",76
Iona Gaels,"Tue, Nov 18",89
Iona Gaels,"Fri, Nov 21",75
Iona Gaels,"Sat, Nov 22",91
Iona Gaels,"Mon, Nov 24",75
Iona Gaels,"Mon, Dec 1",89
Iona Gaels,"Fri, Dec 5",68
Iona Gaels,"Sun, Dec 7",81
Iona Gaels,"Wed, Dec 10",69
Iona Gaels,"Sat, Dec 13",64
Iona Gaels,"Sat, Dec 20",83
Iona Gaels,"Mon, Dec 29",59
Iona Gaels,"Fri, Jan 2",75
Iona Gaels,"Sun, Jan 4",38
Iona Gaels,"Fri, Jan 9",71
Iona Gaels,"Sun, Jan 11",74
Iona Gaels,"Wed, Jan 14",68
Iona Gaels,"Mon, Jan 19",63
Iona Gaels,"Thu, Jan 22",61
Iona Gaels,"Sat, Jan 24",66
Iona Gaels,"Fri, Jan 30",70
Iona Gaels,"Thu, Feb 5",72
Iona Gaels,"Sat, Feb 7",76
Iona Gaels,"Fri, Feb 13",69
Iona Gaels,"Sun, Feb 15",68
Iona Gaels,"Fri, Feb 20",72
Iona Gaels,"Sun, Feb 22",86
Iona Gaels,"Fri, Feb 27",80
Iona Gaels,"Sun, Mar 1",69
Iona Gaels,"Thu, Mar 5",80
Chicago State Cougars,"Mon, Nov 3",62
Chicago State Cougars,"Thu, Nov 6",86
Chicago State Cougars,"Tue, Nov 11",66
Chicago State Cougars,"Sat, Nov 15",63
Chicago State Cougars,"Tue, Nov 18",54
Chicago State Cougars,"Thu, Nov 20",54
Chicago State Cougars,"Tue, Nov 25",77
Chicago State Cougars,"Fri, Nov 28",64
Chicago State Cougars,"Mon, Dec 1",85
Chicago State Cougars,"Sat, Dec 6",53
Chicago State Cougars,"Sun, Dec 14",84
Chicago State Cougars,"Tue, Dec 16",55
Chicago State Cougars,"Sat, Dec 20",58
Chicago State Cougars,"Fri, Jan 2",72
Chicago State Cougars,"Sun, Jan 4",55
Chicago State Cougars,"Thu, Jan 8",63
Chicago State Cougars,"Sat, Jan 10",82
Chicago State Cougars,"Sat, Jan 17",57
Chicago State Cougars,"Mon, Jan 19",56
Chicago State Cougars,"Fri, Jan 23",60
Chicago State Cougars,"Sun, Jan 25",59
Chicago State Cougars,"Sat, Jan 31",78
Chicago State Cougars,"Thu, Feb 5",67
Chicago State Cougars,"Sat, Feb 7",63
Chicago State Cougars,"Mon, Feb 9",80
Chicago State Cougars,"Thu, Feb 12",68
Chicago State Cougars,"Sat, Feb 14",63
Chicago State Cougars,"Thu, Feb 19",59
Chicago State Cougars,"Sat, Feb 21",70
Chicago State Cougars,"Thu, Feb 26",56
Chicago State Cougars,"Sat, Feb 28",61
Chicago State Cougars,"Wed, Mar 4",75
North Carolina Tar Heels,"Thu, Mar 19",78
North Carolina Tar Heels,"Mon, Nov 3",94
North Carolina Tar Heels,"Fri, Nov 7",87
North Carolina Tar Heels,"Tue, Nov 11",89
North Carolina Tar Heels,"Fri, Nov 14",97
North Carolina Tar Heels,"Tue, Nov 18",73
North Carolina Tar Heels,"Tue, Nov 25",85
North Carolina Tar Heels,"Thu, Nov 27",58
North Carolina Tar Heels,"Tue, Dec 2",67
North Carolina Tar Heels,"Sun, Dec 7",81
North Carolina Tar Heels,"Sat, Dec 13",80
North Carolina Tar Heels,"Tue, Dec 16",77
North Carolina Tar Heels,"Sat, Dec 20",71
North Carolina Tar Heels,"Mon, Dec 22",99
North Carolina Tar Heels,"Tue, Dec 30",79
North Carolina Tar Heels,"Sat, Jan 3",83
North Carolina Tar Heels,"Sat, Jan 10",87
North Carolina Tar Heels,"Wed, Jan 14",90
North Carolina Tar Heels,"Sat, Jan 17",78
North Carolina Tar Heels,"Wed, Jan 21",91
North Carolina Tar Heels,"Sat, Jan 24",85
North Carolina Tar Heels,"Sat, Jan 31",91
North Carolina Tar Heels,"Mon, Feb 2",87
North Carolina Tar Heels,"Sat, Feb 7",71
North Carolina Tar Heels,"Tue, Feb 10",66
North Carolina Tar Heels,"Sat, Feb 14",79
North Carolina Tar Heels,"Tue, Feb 17",58
North Carolina Tar Heels,"Sat, Feb 21",77
North Carolina Tar Heels,"Mon, Feb 23",77
North Carolina Tar Heels,"Sat, Feb 28",89
North Carolina Tar Heels,"Tue, Mar 3",67
North Carolina Tar Heels,"Sat, Mar 7",61
North Carolina Tar Heels,"Thu, Mar 12",79
Oregon Ducks,"Tue, Nov 4",60
Oregon Ducks,"Fri, Nov 7",67
Oregon Ducks,"Wed, Nov 12",83
Oregon Ducks,"Mon, Nov 17",87
Oregon Ducks,"Mon, Nov 24",73
Oregon Ducks,"Tue, Nov 25",80
Oregon Ducks,"Thu, Nov 27",66
Oregon Ducks,"Tue, Dec 2",77
Oregon Ducks,"Sat, Dec 6",63
Oregon Ducks,"Sat, Dec 13",104
Oregon Ducks,"Wed, Dec 17",94
Oregon Ducks,"Sun, Dec 21",82
Oregon Ducks,"Sun, Dec 28",80
Oregon Ducks,"Fri, Jan 2",64
Oregon Ducks,"Mon, Jan 5",85
Oregon Ducks,"Thu, Jan 8",62
